spec,model,brand,coef,se,p
baseline,Phi-2 2.7B,IHG,-0.11629310918298033,0.09934040479310528,0.24173842078517827
baseline,Phi-2 2.7B,Hyatt,-0.12767086948452058,0.10880120690626885,0.24062242068435136
baseline,Phi-2 2.7B,Wyndham,0.31081274326630337,0.20519660311806462,0.12984660593002445
baseline,DeepSeek-R1 7B,Hilton,0.11811681033503348,0.0856761694048251,0.1680049990025665
baseline,DeepSeek-R1 7B,Marriott,0.2110190713851315,0.07534273845099107,0.0050977926087443235
baseline,DeepSeek-R1 7B,IHG,0.23049261774861207,0.09434146786260642,0.014558717695497301
baseline,DeepSeek-R1 7B,Hyatt,0.27056628137434274,0.10285788676260943,0.008526275876614826
baseline,DeepSeek-R1 7B,Wyndham,-0.6474061841287172,0.24411255952909983,0.007999744218214708
baseline,Phi-3 Mini,Hilton,0.17967874258411873,0.09505941072789194,0.058734810951899
baseline,Phi-3 Mini,Marriott,0.339974192742439,0.08382901039581099,5.001277087996462e-05
baseline,Phi-3 Mini,IHG,0.07686543258148162,0.10435300104642663,0.46137139426178186
baseline,Phi-3 Mini,Hyatt,0.1584149159378254,0.1132894410086299,0.16201692893420683
baseline,Phi-3 Mini,Wyndham,0.27201383245882,0.24557315162094534,0.26800467746566226
baseline,Claude Haiku 4.5,Hilton,0.8314967027264651,0.12000356986243495,4.240263679007402e-12
baseline,Claude Haiku 4.5,Marriott,0.6510626669884532,0.10140178880963609,1.3571767544734572e-10
baseline,Claude Haiku 4.5,IHG,0.5965804436991323,0.12216796874185032,1.0433535126240689e-06
baseline,Claude Haiku 4.5,Hyatt,0.7547422833974877,0.13338212453505505,1.5270483952352867e-08
baseline,Claude Haiku 4.5,Wyndham,0.7345455704821268,0.27377096044923344,0.007295058023646345
baseline,Gemma3 1B,Hilton,0.08897606814054412,0.07943661895707292,0.2626759178614556
baseline,Gemma3 1B,Marriott,0.05539762921095607,0.06985105160515738,0.42772990331926153
baseline,Gemma3 1B,IHG,-0.009419874710289612,0.08789924418595127,0.9146567077292018
baseline,Gemma3 1B,Hyatt,0.019698354115213413,0.09612165306082289,0.8376256475220523
baseline,Gemma3 1B,Wyndham,-0.24555554663317583,0.18665969444058153,0.1883334272390197
baseline,GPT-5.4 Nano,Hilton,0.741123140916775,0.13617539632596104,5.25627808098943e-08
baseline,GPT-5.4 Nano,Marriott,0.6300632605501688,0.11398608809005452,3.2474247202229877e-08
baseline,GPT-5.4 Nano,IHG,0.47481544973483186,0.14175118444430257,0.000809166270563336
baseline,GPT-5.4 Nano,Hyatt,0.6952417854130782,0.14898533968313962,3.063566621535931e-06
baseline,GPT-5.4 Nano,Wyndham,0.28978165924016586,0.37140092476569797,0.43524993619316354
baseline,GPT-5.4,Hilton,0.6216578327336042,0.137757472002057,6.400821074666936e-06
baseline,GPT-5.4,Marriott,0.7307183100120236,0.12426278494014442,4.092079728866028e-09
baseline,GPT-5.4,IHG,0.44640547121644286,0.14309793813849794,0.0018110905028052738
baseline,GPT-5.4,Hyatt,0.689571048599941,0.1682175049461049,4.1443320151045414e-05
baseline,GPT-5.4,Wyndham,2.1728851258795903,0.2976228316181068,2.860591511056466e-13
baseline,GPT-5.4 Mini,Hilton,0.41385847431406864,0.12124488041389798,0.0006415536988709036
baseline,GPT-5.4 Mini,Marriott,0.6303734315232576,0.1033826044390269,1.077531486796407e-09
baseline,GPT-5.4 Mini,IHG,0.23455911813003866,0.12256727803204913,0.055656289688474934
baseline,GPT-5.4 Mini,Hyatt,0.5849783981007913,0.13861336698157462,2.4406797111992626e-05
baseline,GPT-5.4 Mini,Wyndham,1.7024533018516603,0.2972336891440342,1.0182580966600665e-08
baseline,Phi-4 Mini,Hilton,0.1450142132810218,0.11076119933769628,0.1904493347713586
baseline,Phi-4 Mini,Marriott,0.44664427448101374,0.09780460616965225,4.95462799122384e-06
baseline,Phi-4 Mini,IHG,0.21356216124495103,0.11986863528034367,0.07480876585949237
baseline,Phi-4 Mini,Hyatt,0.3552041157339933,0.13286558477450958,0.0075084533838607245
baseline,Phi-4 Mini,Wyndham,-0.1334350702032874,0.32062710058824506,0.6772863184994338
baseline,GPT-4.1 Mini,Hilton,0.18144096435237014,0.1244754823488204,0.1449386410069367
baseline,GPT-4.1 Mini,Marriott,0.34067452394763015,0.10764176805121535,0.0015514075591022073
baseline,GPT-4.1 Mini,IHG,-0.07940408695997767,0.12724010203425212,0.5325952584690137
baseline,GPT-4.1 Mini,Hyatt,0.4678284989809653,0.1448751707755443,0.0012414424626793488
baseline,GPT-4.1 Mini,Wyndham,1.0623923799355126,0.2613618348622484,4.806673341458988e-05
baseline,Gemma3 27B,Hilton,0.48580406297724354,0.1235958463015844,8.473919051279177e-05
baseline,Gemma3 27B,Marriott,0.5022512675146564,0.10258749937235301,9.789015951108843e-07
baseline,Gemma3 27B,IHG,0.4719621426906543,0.1253041542528843,0.0001655306857655515
baseline,Gemma3 27B,Hyatt,0.5790661786227381,0.13875064265309797,3.0004707927753368e-05
baseline,Gemma3 27B,Wyndham,1.1465621699956206,0.28551516744669775,5.925296519516472e-05
baseline,Phi-4 14B,Hilton,0.39698542873006853,0.11593823137322844,0.0006168131288717699
baseline,Phi-4 14B,Marriott,0.42132421498183653,0.09745159622487647,1.5362861384437014e-05
baseline,Phi-4 14B,IHG,0.3726877439462733,0.12124402984414821,0.0021130523723100043
baseline,Phi-4 14B,Hyatt,0.36961273430801095,0.13198668434141228,0.005104264506400575
baseline,Phi-4 14B,Wyndham,0.24441248410131292,0.2583700446445134,0.3441595981361284
baseline,Gemma2 9B,Hilton,-0.05623850768304039,0.12351137749264013,0.6488714263100659
baseline,Gemma2 9B,Marriott,0.05072146491097366,0.10909451114305733,0.6419805760846349
baseline,Gemma2 9B,IHG,-0.11784834104050013,0.13065891932025406,0.3670812791132214
baseline,Gemma2 9B,Hyatt,0.20497544089785147,0.15637154215463586,0.18991751195945494
baseline,Gemma2 9B,Wyndham,0.11278893265037011,0.2461506934382585,0.646800924160863
baseline,Gemma3 12B,Hilton,0.12107297800677289,0.10324033523841579,0.24090433139614165
baseline,Gemma3 12B,Marriott,0.18540819219482454,0.08729221890147343,0.03367060410054879
baseline,Gemma3 12B,IHG,0.03738166756696954,0.10764802539697181,0.7283972945870679
baseline,Gemma3 12B,Hyatt,-0.0007289424659705943,0.11893775828788804,0.9951099776333946
baseline,Gemma3 12B,Wyndham,0.8185045203743128,0.26472009493372983,0.0019883818418098866
baseline,Phi-3 Medium,Hilton,0.16540718684405334,0.10428088986212497,0.11270082123604558
baseline,Phi-3 Medium,Marriott,0.25750127251854177,0.09011633995758184,0.00427084745722155
baseline,Phi-3 Medium,IHG,0.17898763262063144,0.11168583719395198,0.1090231719202663
baseline,Phi-3 Medium,Hyatt,0.18376089388165603,0.12174013508072656,0.13118330560429353
baseline,Phi-3 Medium,Wyndham,-0.13480303629935472,0.28040525966934154,0.6306987336079563
baseline,GPT-4.1 Nano,Hilton,0.15197836262021436,0.11025880962015165,0.16808648588055752
baseline,GPT-4.1 Nano,Marriott,0.1664249772441956,0.09418854310554414,0.07723921452353097
baseline,GPT-4.1 Nano,IHG,0.1283325501019845,0.11508032725007268,0.2647834557869546
baseline,GPT-4.1 Nano,Hyatt,0.2636672847470499,0.12900461160306403,0.04096744155648515
baseline,GPT-4.1 Nano,Wyndham,0.4927612102941943,0.300137801042609,0.10063493441035629
baseline,Llama3.2 3B,Hilton,0.16629218405104232,0.09441868442086038,0.07820097948931022
baseline,Llama3.2 3B,Marriott,0.26371280540653075,0.08207756781208132,0.0013136977471953342
baseline,Llama3.2 3B,IHG,-0.04228444815989582,0.10077706364475895,0.6747893447956773
baseline,Llama3.2 3B,Hyatt,0.35956208362460346,0.11265435947682725,0.001414243994833041
baseline,Llama3.2 3B,Wyndham,0.07166502490901591,0.24599168587316347,0.7707981151004752
baseline,Gemma3 4B,Hilton,0.1576964572276973,0.09329568686601379,0.09097312129323075
baseline,Gemma3 4B,Marriott,0.3794256979864653,0.07994915141169517,2.0764514853466042e-06
baseline,Gemma3 4B,IHG,0.1561328254000659,0.09933758928059427,0.11601094832712995
baseline,Gemma3 4B,Hyatt,0.09494137552674561,0.10807220221905227,0.37967270936663877
baseline,Gemma3 4B,Wyndham,0.06125496620176574,0.24184537565485179,0.8000506696168876
baseline,Mistral-Nemo 12B,Hilton,0.10831929729371864,0.08400689272963319,0.19725571187933233
baseline,Mistral-Nemo 12B,Marriott,0.0044045179044932175,0.0734747057006878,0.9521986083929823
baseline,Mistral-Nemo 12B,IHG,0.09326018713638307,0.09207065690697282,0.3110984920778792
baseline,Mistral-Nemo 12B,Hyatt,0.12234107679255342,0.10064050034275895,0.2241279252772722
baseline,Mistral-Nemo 12B,Wyndham,0.49051016507574524,0.18690033548219182,0.008678960755632254
S1_drop_culprit,Qwen3 8B,Hilton,0.030323950476600726,0.0803327919018419,0.70581758885115
S1_drop_culprit,Qwen3 8B,Marriott,0.0682512246527746,0.07030224323902627,0.33163508135218844
S1_drop_culprit,Qwen3 8B,IHG,0.026262321111082156,0.0886119920256089,0.766944215297107
S1_drop_culprit,Qwen3 8B,Hyatt,0.09302915345185331,0.0973787287749347,0.3394091148169822
S1_drop_culprit,Qwen3 8B,Wyndham,0.014455458642845821,0.18719955902585667,0.938448919454736
S1_drop_culprit,DeepSeek-R1 1.5B,Hilton,-0.004299398828545883,0.08064960740879704,0.9574852262742498
S1_drop_culprit,DeepSeek-R1 1.5B,Marriott,-0.039494759677384514,0.07080712356070136,0.5769949850391636
S1_drop_culprit,DeepSeek-R1 1.5B,IHG,-0.06802519500906115,0.08974652280230251,0.4484687882944308
S1_drop_culprit,DeepSeek-R1 1.5B,Hyatt,0.057866178483947255,0.09772241487857704,0.5537511719428869
S1_drop_culprit,DeepSeek-R1 1.5B,Wyndham,0.08923494927710028,0.18336084930804109,0.6264971378435719
S1_drop_culprit,Qwen3 4B,Hilton,0.12006543247375584,0.08668254652168822,0.1660168226086528
S1_drop_culprit,Qwen3 4B,Marriott,0.07694774963285232,0.07637281154565377,0.3136810867756903
S1_drop_culprit,Qwen3 4B,IHG,-0.03576521508210839,0.09575921833153199,0.7087829735769344
S1_drop_culprit,Qwen3 4B,Hyatt,0.19665370333372426,0.10329116947542324,0.05692617813785675
S1_drop_culprit,Qwen3 4B,Wyndham,0.1734531613525154,0.1930397470737867,0.36889986379672723
S1_drop_culprit,Qwen3 30B-A3B,Hilton,-0.09683179966079658,0.08295367850633065,0.24308938106256317
S1_drop_culprit,Qwen3 30B-A3B,Marriott,-0.01472289862664249,0.07266495200829638,0.8394371548904798
S1_drop_culprit,Qwen3 30B-A3B,IHG,-0.05406844084389577,0.09143483488598647,0.5542972814942273
S1_drop_culprit,Qwen3 30B-A3B,Hyatt,-0.04270071760841713,0.10107337645790514,0.672680201096343
S1_drop_culprit,Qwen3 30B-A3B,Wyndham,-0.13526323115629302,0.20217175869725731,0.5034629019265606
S1_drop_culprit,Phi-2 2.7B,Hilton,0.10607456748923058,0.08996642499831342,0.23837979754396643
S1_drop_culprit,Phi-2 2.7B,Marriott,-0.03869778245361243,0.07870672159728877,0.6229522124409019
S1_drop_culprit,Phi-2 2.7B,IHG,-0.12901422513604438,0.09986086784368044,0.196378008799045
S1_drop_culprit,Phi-2 2.7B,Hyatt,-0.12904502266846976,0.10872839146688462,0.23528413919533286
S1_drop_culprit,Phi-2 2.7B,Wyndham,0.4006790730739183,0.21447721393924551,0.06173891409633693
S1_drop_culprit,DeepSeek-R1 7B,Hilton,0.11943477400659265,0.0857587085424697,0.1637153945865356
S1_drop_culprit,DeepSeek-R1 7B,Marriott,0.21135581354296232,0.07544138531299173,0.0050851490632026495
S1_drop_culprit,DeepSeek-R1 7B,IHG,0.24328898180063896,0.09456812610712848,0.01009284774656603
S1_drop_culprit,DeepSeek-R1 7B,Hyatt,0.27251883513622194,0.10292043283284252,0.008100320756308092
S1_drop_culprit,DeepSeek-R1 7B,Wyndham,-0.7345628251516263,0.2517065762424359,0.0035191182753648805
S1_drop_culprit,Phi-3 Mini,Hilton,0.1800514279929553,0.09506296450152794,0.05822197551736741
S1_drop_culprit,Phi-3 Mini,Marriott,0.34005078632238794,0.08384008303552491,4.993195620078006e-05
S1_drop_culprit,Phi-3 Mini,IHG,0.07987222847188526,0.10459901537477011,0.4451032538243317
S1_drop_culprit,Phi-3 Mini,Hyatt,0.15886698143188757,0.11329235013129293,0.16083327154642035
S1_drop_culprit,Phi-3 Mini,Wyndham,0.25664915540225136,0.24917478479075955,0.3030116501217355
S1_drop_culprit,Claude Haiku 4.5,Hilton,0.831343371245294,0.1199911941089754,4.257175776295363e-12
S1_drop_culprit,Claude Haiku 4.5,Marriott,0.6509811621177745,0.10139126138717372,1.3584007042206213e-10
S1_drop_culprit,Claude Haiku 4.5,IHG,0.5957237525706189,0.12219651070192392,1.0873737618269665e-06
S1_drop_culprit,Claude Haiku 4.5,Hyatt,0.7545287416157473,0.1333730033937588,1.5378862845859536e-08
S1_drop_culprit,Claude Haiku 4.5,Wyndham,0.7384085852320259,0.27412625494209736,0.007066784073993981
S1_drop_culprit,Gemma3 1B,Hilton,0.08739428696504184,0.07947194652416274,0.2714684083609462
S1_drop_culprit,Gemma3 1B,Marriott,0.05503730151727956,0.06987421694059832,0.430894136610836
S1_drop_culprit,Gemma3 1B,IHG,-0.01180812104906162,0.08833877492121564,0.8936646297801752
S1_drop_culprit,Gemma3 1B,Hyatt,0.0192054031228883,0.09612747462953204,0.8416440498276974
S1_drop_culprit,Gemma3 1B,Wyndham,-0.24681990952462737,0.19197437107583823,0.19855058082108923
S1_drop_culprit,GPT-5.4 Nano,Hilton,0.7411050793243837,0.13617411902044615,5.25868674949417e-08
S1_drop_culprit,GPT-5.4 Nano,Marriott,0.6300475543932986,0.1139850979090507,3.249086348845061e-08
S1_drop_culprit,GPT-5.4 Nano,IHG,0.47475082824077386,0.14175376686538904,0.0008106774160324611
S1_drop_culprit,GPT-5.4 Nano,Hyatt,0.6952170673055188,0.1489842808303912,3.0655455221045343e-06
S1_drop_culprit,GPT-5.4 Nano,Wyndham,0.2901796688505942,0.37145901328493763,0.4346913840079025
S1_drop_culprit,GPT-5.4,Hilton,0.6253319017649828,0.13790828789779383,5.7766349061166035e-06
S1_drop_culprit,GPT-5.4,Marriott,0.7320668024909297,0.12447438991332108,4.07144089662015e-09
S1_drop_culprit,GPT-5.4,IHG,0.47632950328721907,0.14416289478112987,0.0009527975761132782
S1_drop_culprit,GPT-5.4,Hyatt,0.6944474047627004,0.1683812087534548,3.7193317536099975e-05
S1_drop_culprit,GPT-5.4,Wyndham,2.0728906733159262,0.3017765737613383,6.467244740393637e-12
S1_drop_culprit,GPT-5.4 Mini,Hilton,0.4140341322588021,0.1214715201599869,0.0006532412882284376
S1_drop_culprit,GPT-5.4 Mini,Marriott,0.6316666226333917,0.10356521037314752,1.0658973345108875e-09
S1_drop_culprit,GPT-5.4 Mini,IHG,0.24723139585721385,0.12284855139124566,0.04416838291685454
S1_drop_culprit,GPT-5.4 Mini,Hyatt,0.5883924905721474,0.13887490261092572,2.2667484735695127e-05
S1_drop_culprit,GPT-5.4 Mini,Wyndham,1.6379849866539251,0.298992729666873,4.2932518191690216e-08
S1_drop_culprit,Phi-4 Mini,Hilton,0.14863798541467424,0.1112354009164892,0.18146851047538648
S1_drop_culprit,Phi-4 Mini,Marriott,0.4520119389248694,0.09829232603572793,4.252388634029518e-06
S1_drop_culprit,Phi-4 Mini,IHG,0.2410132407705678,0.12038118425180301,0.045275699925651836
S1_drop_culprit,Phi-4 Mini,Hyatt,0.3612176682177254,0.1333723840539813,0.006762085264617958
S1_drop_culprit,Phi-4 Mini,Wyndham,-0.3306653291733418,0.32967116822080006,0.3158533277702139
S1_drop_culprit,GPT-4.1 Mini,Hilton,0.17602359987307425,0.12481329251179447,0.15845250560145208
S1_drop_culprit,GPT-4.1 Mini,Marriott,0.3442779034221659,0.10792016471353173,0.0014221542756662714
S1_drop_culprit,GPT-4.1 Mini,IHG,-0.06271530949516824,0.12795424626393725,0.6240358565246513
S1_drop_culprit,GPT-4.1 Mini,Hyatt,0.4709967186643047,0.1451989885929272,0.0011794584884185825
S1_drop_culprit,GPT-4.1 Mini,Wyndham,0.9655593187669493,0.26553619631180614,0.0002766224247382012
S1_drop_culprit,Gemma3 27B,Hilton,0.4857584009403705,0.12358281781365048,8.472336973399998e-05
S1_drop_culprit,Gemma3 27B,Marriott,0.5021983189406728,0.10257779321980974,9.791651135657355e-07
S1_drop_culprit,Gemma3 27B,IHG,0.4710774637437329,0.12533664206624784,0.00017093670336070055
S1_drop_culprit,Gemma3 27B,Hyatt,0.5788843730244319,0.13873887708350066,3.0130984266237102e-05
S1_drop_culprit,Gemma3 27B,Wyndham,1.1504879143209634,0.2858544794718138,5.704003049489442e-05
S1_drop_culprit,Phi-4 14B,Hilton,0.3980791249606641,0.11612546601238825,0.0006080256428039889
S1_drop_culprit,Phi-4 14B,Marriott,0.42200943033404864,0.09757646171462628,1.5259404006413987e-05
S1_drop_culprit,Phi-4 14B,IHG,0.3944655481703993,0.1216980179429687,0.001189661288371453
S1_drop_culprit,Phi-4 14B,Hyatt,0.3729539146551351,0.13214393497789415,0.004767595302946547
S1_drop_culprit,Phi-4 14B,Wyndham,0.15001449072558945,0.2618076365865615,0.5666480173487036
S1_drop_culprit,Gemma2 9B,Hilton,-0.0665568351428326,0.12393641202265522,0.5912509948222064
S1_drop_culprit,Gemma2 9B,Marriott,0.05352196029470932,0.10939848110674252,0.62467278118245
S1_drop_culprit,Gemma2 9B,IHG,-0.10716270548561434,0.13187057743047995,0.41642710271925254
S1_drop_culprit,Gemma2 9B,Hyatt,0.2070879329919488,0.15661777098329327,0.18608473506424417
S1_drop_culprit,Gemma2 9B,Wyndham,0.03375868478891893,0.25407908641626337,0.8942986938480733
S1_drop_culprit,Gemma3 12B,Hilton,0.12089637574313865,0.10349078392617901,0.24273217180036366
S1_drop_culprit,Gemma3 12B,Marriott,0.1855386379061002,0.08748444312033929,0.033937067234856545
S1_drop_culprit,Gemma3 12B,IHG,0.056347839943959345,0.1079341166567125,0.6016301360686016
S1_drop_culprit,Gemma3 12B,Hyatt,0.0019346313124838333,0.11919352598055831,0.9870500963142382
S1_drop_culprit,Gemma3 12B,Wyndham,0.7046974970518407,0.2688484624984388,0.008762857937977316
S1_drop_culprit,Phi-3 Medium,Hilton,0.16611915877117278,0.1044487403997621,0.1117362981771097
S1_drop_culprit,Phi-3 Medium,Marriott,0.2577265894820161,0.09028042270321246,0.0043072892080426904
S1_drop_culprit,Phi-3 Medium,IHG,0.1980295618489898,0.11199431088078567,0.07702565173279449
S1_drop_culprit,Phi-3 Medium,Hyatt,0.18696887984618782,0.12189995086619085,0.12508141636065573
S1_drop_culprit,Phi-3 Medium,Wyndham,-0.26610819078518855,0.2870332661721922,0.35387524971408146
S1_drop_culprit,GPT-4.1 Nano,Hilton,0.15196857350491605,0.11025203320030828,0.16808774160139062
S1_drop_culprit,GPT-4.1 Nano,Marriott,0.16641129212352074,0.09418263672078062,0.07724499250572549
S1_drop_culprit,GPT-4.1 Nano,IHG,0.12793207927306002,0.11509310088964263,0.2663303987741421
S1_drop_culprit,GPT-4.1 Nano,Hyatt,0.26357048073994127,0.12899815415878,0.04103152984712162
S1_drop_culprit,GPT-4.1 Nano,Wyndham,0.4955589607658764,0.30041876536956114,0.09903283776406521
S1_drop_culprit,Llama3.2 3B,Hilton,0.16617972321557034,0.09439321344359282,0.07832222232061348
S1_drop_culprit,Llama3.2 3B,Marriott,0.2635884002068416,0.08205411393923377,0.001316434486521813
S1_drop_culprit,Llama3.2 3B,IHG,-0.045358241865901046,0.10087268735937417,0.6529568382684565
S1_drop_culprit,Llama3.2 3B,Hyatt,0.35894854350644695,0.11263370388299795,0.0014382329328404386
S1_drop_culprit,Llama3.2 3B,Wyndham,0.09187479909338074,0.24722367381107038,0.7101711652441829
S1_drop_culprit,Gemma3 4B,Hilton,0.15753270755430038,0.09327407134215886,0.09123422157152887
S1_drop_culprit,Gemma3 4B,Marriott,0.37919314544098953,0.07993168012794616,2.0957439428334182e-06
S1_drop_culprit,Gemma3 4B,IHG,0.15358387230053075,0.09942071160806945,0.12239767236971977
S1_drop_culprit,Gemma3 4B,Hyatt,0.09460377922346752,0.10805805051709119,0.3813071648692289
S1_drop_culprit,Gemma3 4B,Wyndham,0.07606657201906776,0.24268482024151478,0.7539481452597285
S1_drop_culprit,Mistral-Nemo 12B,Hilton,0.10124647654603887,0.08427820577214884,0.22962073502256064
S1_drop_culprit,Mistral-Nemo 12B,Marriott,0.00848296526131737,0.07364559112531176,0.9082974347214099
S1_drop_culprit,Mistral-Nemo 12B,IHG,0.10591592166624374,0.0926041213931033,0.25272751997022824
S1_drop_culprit,Mistral-Nemo 12B,Hyatt,0.12285720797147151,0.10080528889358308,0.22293622374948807
S1_drop_culprit,Mistral-Nemo 12B,Wyndham,0.3871145978167399,0.19156360874030767,0.04329892821019374
S2_area_controls,Qwen3 8B,Hilton,-0.023844452863911535,0.08325875836306275,0.7745796439837045
S2_area_controls,Qwen3 8B,Marriott,0.04075609340800916,0.071029246917458,0.5661078030031956
S2_area_controls,Qwen3 8B,IHG,-0.03744107340524263,0.09183652488727496,0.6834993565665919
S2_area_controls,Qwen3 8B,Hyatt,-0.007745248411548719,0.10174577434371954,0.9393208131360238
S2_area_controls,Qwen3 8B,Wyndham,-0.1368950341824713,0.19064532603061274,0.47271947934108693
S2_area_controls,DeepSeek-R1 1.5B,Hilton,-0.021311089818353383,0.08345623661176697,0.7984477899001728
S2_area_controls,DeepSeek-R1 1.5B,Marriott,-0.048153819076067236,0.07131992220837632,0.4995611088669626
S2_area_controls,DeepSeek-R1 1.5B,IHG,-0.08442417749117137,0.09255941118770182,0.3617118783895723
S2_area_controls,DeepSeek-R1 1.5B,Hyatt,0.03279708011326494,0.10194902734570775,0.7476793980615155
S2_area_controls,DeepSeek-R1 1.5B,Wyndham,0.054009087559078094,0.18588748796285703,0.7713976534067418
S2_area_controls,Qwen3 4B,Hilton,0.11683972073810313,0.08966166129177382,0.19253449450884041
S2_area_controls,Qwen3 4B,Marriott,0.07449162037907242,0.07700536453579639,0.33336597481344465
S2_area_controls,Qwen3 4B,IHG,-0.05195245631961341,0.09889760422825071,0.5993638003917152
S2_area_controls,Qwen3 4B,Hyatt,0.16618279270619216,0.10773483416759208,0.12294805627153081
S2_area_controls,Qwen3 4B,Wyndham,0.18327437373746897,0.19758445665470456,0.35362814601688775
S2_area_controls,Qwen3 30B-A3B,Hilton,-0.07061616286606678,0.08587607040040435,0.41090438660402406
S2_area_controls,Qwen3 30B-A3B,Marriott,-0.0073712447500536805,0.07332428350125553,0.9199240592109158
S2_area_controls,Qwen3 30B-A3B,IHG,-0.03438058669326327,0.09473792798534376,0.71667806782244
S2_area_controls,Qwen3 30B-A3B,Hyatt,-0.04659365389015712,0.1053517294541824,0.6582955918704909
S2_area_controls,Qwen3 30B-A3B,Wyndham,-0.061460203044800654,0.20421397488405216,0.763445126647127
S2_area_controls,Phi-2 2.7B,Hilton,0.09570583203551943,0.09287694940535639,0.3027948740591748
S2_area_controls,Phi-2 2.7B,Marriott,-0.04664042392702719,0.07945019728821319,0.5571770107105901
S2_area_controls,Phi-2 2.7B,IHG,-0.13496324441376842,0.10344499908611422,0.19199978288397745
S2_area_controls,Phi-2 2.7B,Hyatt,-0.14721867632024127,0.11371837269029231,0.19546167893409616
S2_area_controls,Phi-2 2.7B,Wyndham,0.3058047170162113,0.21377283283401366,0.15256997075827342
S2_area_controls,DeepSeek-R1 7B,Hilton,0.1107272214173019,0.08880733004252682,0.2124615802208093
S2_area_controls,DeepSeek-R1 7B,Marriott,0.21325994430137982,0.07628438078781602,0.005180488154026505
S2_area_controls,DeepSeek-R1 7B,IHG,0.2209294559689984,0.0985498539622091,0.024974043163216005
S2_area_controls,DeepSeek-R1 7B,Hyatt,0.2123925085101928,0.10733357477910856,0.04783765675664305
S2_area_controls,DeepSeek-R1 7B,Wyndham,-0.7220652162239877,0.2502410926503377,0.003908195341502529
S2_area_controls,Phi-3 Mini,Hilton,0.16404749276713834,0.09902116706446627,0.09758192985458723
S2_area_controls,Phi-3 Mini,Marriott,0.3338087911647341,0.08512395095566984,8.80199727130941e-05
S2_area_controls,Phi-3 Mini,IHG,0.05578826114427781,0.10987133274570299,0.6116217080494083
S2_area_controls,Phi-3 Mini,Hyatt,0.0839826195220673,0.11862502308775746,0.4789656575426269
S2_area_controls,Phi-3 Mini,Wyndham,0.14672420705367198,0.25384698015352336,0.5632623837532473
S2_area_controls,Claude Haiku 4.5,Hilton,0.7652342245712481,0.12444751323896988,7.794744524088853e-10
S2_area_controls,Claude Haiku 4.5,Marriott,0.6033089125494512,0.10272179306302616,4.273799414082091e-09
S2_area_controls,Claude Haiku 4.5,IHG,0.4894373558986877,0.1289062020249128,0.00014654712337143296
S2_area_controls,Claude Haiku 4.5,Hyatt,0.5446233349695981,0.14034467017868563,0.0001041935718320109
S2_area_controls,Claude Haiku 4.5,Wyndham,0.5058742595486918,0.2764242570442229,0.06724027303690833
S2_area_controls,Gemma3 1B,Hilton,0.07652010523204884,0.08229838923885362,0.352480542901241
S2_area_controls,Gemma3 1B,Marriott,0.05074033631511714,0.07048261694355544,0.4715874383452374
S2_area_controls,Gemma3 1B,IHG,-0.022198990172498132,0.09125666007672738,0.8078048800774323
S2_area_controls,Gemma3 1B,Hyatt,-0.02622087662244581,0.10031298551324626,0.7937912656486905
S2_area_controls,Gemma3 1B,Wyndham,-0.31579665504713234,0.1938983894683326,0.10338271654174938
