model,decile,median_price,coef,se
Phi-2 2.7B,8,367.5,0.09686084328764039,0.17321464052831986
Phi-2 2.7B,9,488.0,0.20480275699745534,0.18656843565583303
Phi-2 2.7B,10,917.5,0.019714979535038545,0.21405016754376746
DeepSeek-R1 7B,1,114.0,0.0,0.0
DeepSeek-R1 7B,2,159.0,-0.17897662280462803,0.11087848365337548
DeepSeek-R1 7B,3,194.0,-0.8005955418607273,0.11731685358572319
DeepSeek-R1 7B,4,222.0,-1.1410939102793372,0.12025996614649201
DeepSeek-R1 7B,5,250.0,-1.5046014717623688,0.12519575583954295
DeepSeek-R1 7B,6,280.0,-1.6629423302432131,0.1295826503443634
DeepSeek-R1 7B,7,316.0,-1.8846937538987405,0.1354244330542434
DeepSeek-R1 7B,8,367.5,-2.3480317031138127,0.14525731072684192
DeepSeek-R1 7B,9,488.0,-2.5060705567333366,0.15629270253404762
DeepSeek-R1 7B,10,917.5,-3.109629398561912,0.17723064022669768
Phi-3 Mini,1,114.0,0.0,0.0
Phi-3 Mini,2,159.0,0.21320221228854352,0.11169666211350149
Phi-3 Mini,3,194.0,0.19727467045327934,0.11592716572854742
Phi-3 Mini,4,222.0,0.10571715307004687,0.11665678721258024
Phi-3 Mini,5,250.0,0.012422647875861607,0.12004296554327626
Phi-3 Mini,6,280.0,0.14836484478025044,0.12153267278879301
Phi-3 Mini,7,316.0,0.15208658900555008,0.12469365632794323
Phi-3 Mini,8,367.5,-0.14004232004040773,0.1318581803808952
Phi-3 Mini,9,488.0,-0.04868743495940823,0.1411104977773914
Phi-3 Mini,10,917.5,-0.3146070334183778,0.15973048029319306
Gemma3 1B,1,114.0,0.0,0.0
Gemma3 1B,2,159.0,0.2094320420219862,0.10243604945085122
Gemma3 1B,3,194.0,0.07385734864179519,0.1099743084692096
Gemma3 1B,4,222.0,0.18093735689095194,0.1095468727942518
Gemma3 1B,5,250.0,0.13018992176740202,0.1127915683728531
Gemma3 1B,6,280.0,0.49603992867740926,0.11435264619240322
Gemma3 1B,7,316.0,0.41451754709391736,0.11795635662710474
Gemma3 1B,8,367.5,0.10695544041293999,0.1256754151467252
Gemma3 1B,9,488.0,0.2780907401277884,0.13537409275667475
Gemma3 1B,10,917.5,0.26124748242265866,0.15473085052912416
GPT-5.4 Nano,1,114.0,0.0,0.0
GPT-5.4 Nano,2,159.0,0.6952783240417908,0.15368129712778872
GPT-5.4 Nano,3,194.0,0.6888641257534093,0.15582102979944046
GPT-5.4 Nano,4,222.0,0.19295905235357813,0.156005490300772
GPT-5.4 Nano,5,250.0,0.14393213401786414,0.15955992358375523
GPT-5.4 Nano,6,280.0,0.11201087733663057,0.16353529422226357
GPT-5.4 Nano,7,316.0,-0.31712505033497956,0.17236574278611058
GPT-5.4 Nano,8,367.5,-0.9593456430393066,0.1833126827360405
GPT-5.4 Nano,9,488.0,-1.9959557448654597,0.2020990798414221
GPT-5.4 Nano,10,917.5,-5.0478465778260855,0.25798744852488326
GPT-5.4,1,114.0,0.0,0.0
GPT-5.4,2,159.0,0.08164911880161195,0.1353795892184252
GPT-5.4,3,194.0,-0.8253585255639108,0.14176276098866292
GPT-5.4,4,222.0,-1.4361819343665934,0.1470494004935843
GPT-5.4,5,250.0,-2.0929635692910495,0.15678323831482538
GPT-5.4,6,280.0,-2.901818683517428,0.1694506363463144
GPT-5.4,7,316.0,-3.8993686615775256,0.18996458120610304
GPT-5.4,8,367.5,-5.091317241620616,0.21354723167616863
GPT-5.4,9,488.0,-7.7096975890618,0.28048543183025704
GPT-5.4,10,917.5,-11.9734075403008,0.43791993725939293
GPT-5.4 Mini,1,114.0,0.0,0.0
GPT-5.4 Mini,2,159.0,-0.206411664611099,0.13691538032380052
GPT-5.4 Mini,3,194.0,-0.6421531367998384,0.14137425644052493
GPT-5.4 Mini,4,222.0,-1.2845803277790369,0.14413155176219927
GPT-5.4 Mini,5,250.0,-1.8685762876963585,0.15329921640963845
GPT-5.4 Mini,6,280.0,-2.353255345357523,0.16059249542839552
GPT-5.4 Mini,7,316.0,-3.189866648489794,0.17644437521966985
GPT-5.4 Mini,8,367.5,-4.252950358202392,0.19775173105792518
GPT-5.4 Mini,9,488.0,-5.918940348249342,0.23450476469018708
GPT-5.4 Mini,10,917.5,-10.081430256928334,0.33405183646952574
Phi-4 Mini,1,114.0,0.0,0.0
Phi-4 Mini,2,159.0,0.6806076018016574,0.15893978632930506
Phi-4 Mini,3,194.0,0.6541382064700512,0.1606168997149562
Phi-4 Mini,4,222.0,0.722129645479213,0.158530213688698
Phi-4 Mini,5,250.0,0.5469868885707218,0.16191627862721797
Phi-4 Mini,6,280.0,0.760853346515835,0.16311455305968134
Phi-4 Mini,7,316.0,0.538542859906078,0.16735488483840066
Phi-4 Mini,8,367.5,0.1704719501247372,0.17392497817152672
Phi-4 Mini,9,488.0,0.0704369596492205,0.1836247900126844
Phi-4 Mini,10,917.5,-0.3164734016680595,0.2015133110444652
GPT-4.1 Mini,1,114.0,0.0,0.0
GPT-4.1 Mini,2,159.0,0.10112130421241837,0.13128819961821958
GPT-4.1 Mini,3,194.0,-0.42627045214759607,0.1356705588306818
GPT-4.1 Mini,4,222.0,-0.79192211593397,0.13765944246733325
GPT-4.1 Mini,5,250.0,-1.1411698567477455,0.14386553967617877
GPT-4.1 Mini,6,280.0,-1.723446295165575,0.15092851607205132
GPT-4.1 Mini,7,316.0,-2.5077925140434765,0.16579385089755594
GPT-4.1 Mini,8,367.5,-3.292723081927529,0.18079998966897096
GPT-4.1 Mini,9,488.0,-5.240851431073151,0.2226193037558592
GPT-4.1 Mini,10,917.5,-8.386283064831465,0.30387125258679293
Gemma3 27B,1,114.0,0.0,0.0
Gemma3 27B,2,159.0,-0.20233130747014685,0.130570912267778
Gemma3 27B,3,194.0,-0.5166434728304762,0.13385118169266283
Gemma3 27B,4,222.0,-0.8896094784826302,0.13597363499102239
Gemma3 27B,5,250.0,-1.2676262446442688,0.14164307069402035
Gemma3 27B,6,280.0,-1.5788463665612054,0.14636126124951507
Gemma3 27B,7,316.0,-2.0750292029719146,0.15736137597885755
Gemma3 27B,8,367.5,-2.826442646970896,0.17087881266953442
Gemma3 27B,9,488.0,-3.976197316191242,0.19371297047910005
Gemma3 27B,10,917.5,-7.531554941942376,0.26970157502173486
Phi-4 14B,1,114.0,0.0,0.0
Phi-4 14B,2,159.0,0.03619419815354919,0.13634833022369697
Phi-4 14B,3,194.0,0.07178084520768871,0.13965602682868122
Phi-4 14B,4,222.0,-0.237538127523902,0.14228313464241965
Phi-4 14B,5,250.0,-0.5815275904411736,0.14583976091726875
Phi-4 14B,6,280.0,-0.723429718753435,0.1497396437669339
Phi-4 14B,7,316.0,-1.1313503262509756,0.16041918172811542
Phi-4 14B,8,367.5,-1.9543722451085677,0.17378390056508106
Phi-4 14B,9,488.0,-3.0556171619161443,0.1985453406387654
Phi-4 14B,10,917.5,-5.56296757020338,0.257743271473918
Gemma2 9B,1,114.0,0.0,0.0
Gemma2 9B,2,159.0,-0.6612014247220537,0.12517147953504687
Gemma2 9B,3,194.0,-1.1706804240410813,0.1334485959448875
Gemma2 9B,4,222.0,-1.8354615545663493,0.14143605985035806
Gemma2 9B,5,250.0,-2.3961173531543403,0.14903849335542657
Gemma2 9B,6,280.0,-2.9116113301876365,0.15868062654311482
Gemma2 9B,7,316.0,-3.941199250042438,0.17729425193307308
Gemma2 9B,8,367.5,-4.931699494242082,0.20087405067002556
Gemma2 9B,9,488.0,-6.704884979044493,0.251846382380455
Gemma2 9B,10,917.5,-10.021941542282496,0.4078806985247865
Gemma3 12B,1,114.0,0.0,0.0
Gemma3 12B,2,159.0,-0.2797607153333974,0.1262143129487014
Gemma3 12B,3,194.0,-0.4735529600430159,0.12937923378847155
Gemma3 12B,4,222.0,-1.0214586251276334,0.13298074108458952
Gemma3 12B,5,250.0,-1.176363666971474,0.13770667538435305
Gemma3 12B,6,280.0,-1.5249512777742902,0.14319522978074595
Gemma3 12B,7,316.0,-2.0044175069974455,0.15399936947873236
Gemma3 12B,8,367.5,-2.5805623701552807,0.16627011814385598
Gemma3 12B,9,488.0,-3.2215336703328203,0.1843943879177294
Gemma3 12B,10,917.5,-5.607080209373697,0.23450621904279492
Phi-3 Medium,1,114.0,0.0,0.0
Phi-3 Medium,2,159.0,-0.24370738343866113,0.1454964771848533
Phi-3 Medium,3,194.0,-0.30662536260845824,0.14724088239382926
Phi-3 Medium,4,222.0,-0.6044491015504936,0.1471373410413358
Phi-3 Medium,5,250.0,-0.6468099668747882,0.1499783411836241
Phi-3 Medium,6,280.0,-0.8705848232539857,0.1536948846717683
Phi-3 Medium,7,316.0,-1.2502148128110395,0.1608816260683839
Phi-3 Medium,8,367.5,-1.7716159801036797,0.17034830638838683
Phi-3 Medium,9,488.0,-2.375439069849872,0.18517157621030217
Phi-3 Medium,10,917.5,-3.727504470162324,0.214535821372494
GPT-4.1 Nano,1,114.0,0.0,0.0
GPT-4.1 Nano,2,159.0,-0.9138560699050831,0.12495508085739518
GPT-4.1 Nano,3,194.0,-1.3274885493053108,0.1301547676067266
GPT-4.1 Nano,4,222.0,-1.627833008957096,0.13284722081279984
GPT-4.1 Nano,5,250.0,-2.1073416446756994,0.14002445083001555
GPT-4.1 Nano,6,280.0,-2.323659255721007,0.14514570096273843
GPT-4.1 Nano,7,316.0,-2.6849069026781107,0.15405997076676417
GPT-4.1 Nano,8,367.5,-3.208779997190988,0.16585716547613086
GPT-4.1 Nano,9,488.0,-3.6912008165538444,0.18076197817307713
GPT-4.1 Nano,10,917.5,-5.122054819111942,0.2147080531724167
Llama3.2 3B,1,114.0,0.0,0.0
Llama3.2 3B,2,159.0,0.08680677459647414,0.11554385858881307
Llama3.2 3B,3,194.0,-0.04171703869045825,0.11905652413736251
Llama3.2 3B,4,222.0,-0.49309304595391196,0.12166778332609914
Llama3.2 3B,5,250.0,-0.5351885298777684,0.12446903835744927
Llama3.2 3B,6,280.0,-0.9794944171527395,0.13031455574975573
Llama3.2 3B,7,316.0,-1.1991586988829588,0.1368248979123892
Llama3.2 3B,8,367.5,-1.3650405609321514,0.14364489337010913
Llama3.2 3B,9,488.0,-1.7452195622840723,0.15689390609342185
Llama3.2 3B,10,917.5,-2.418639957210871,0.17879982697104135
Gemma3 4B,1,114.0,0.0,0.0
Gemma3 4B,2,159.0,-0.004530754462453717,0.12559792263771574
Gemma3 4B,3,194.0,-0.07538444600514867,0.12839682209265998
Gemma3 4B,4,222.0,-0.2556100437093377,0.12939601294686515
Gemma3 4B,5,250.0,-0.4320811480712418,0.1327539935345014
Gemma3 4B,6,280.0,-0.3580677281224676,0.13499284000025846
Gemma3 4B,7,316.0,-0.6672992758302304,0.14261995669722988
Gemma3 4B,8,367.5,-0.9601022395803865,0.14967780990653726
Gemma3 4B,9,488.0,-1.1302601742394833,0.1615714006459392
Gemma3 4B,10,917.5,-1.8684662806174184,0.18344621349378773
Mistral-Nemo 12B,1,114.0,0.0,0.0
Mistral-Nemo 12B,2,159.0,-0.4458971962160278,0.10337663048209192
Mistral-Nemo 12B,3,194.0,-0.7719133498035,0.10925094346048209
Mistral-Nemo 12B,4,222.0,-0.9847528615427337,0.11196814857082019
Mistral-Nemo 12B,5,250.0,-1.255365733590967,0.11652614893813801
Mistral-Nemo 12B,6,280.0,-1.4486965800786333,0.12116833121005152
Mistral-Nemo 12B,7,316.0,-1.7129762197453255,0.1273797724340894
Mistral-Nemo 12B,8,367.5,-1.989777170426543,0.1367535899340037
Mistral-Nemo 12B,9,488.0,-2.729938958741194,0.1549921782116681
Mistral-Nemo 12B,10,917.5,-3.9374811755579073,0.18634822545156637
