task_id,task_type,group_id,rep,a_hotel_id,a_name,a_stars,a_neighborhood,a_review_score,a_review_count,a_room_type,a_cancellation_free,a_breakfast_included,a_amenities,a_price,b_hotel_id,b_name,b_stars,b_neighborhood,b_review_score,b_review_count,b_room_type,b_cancellation_free,b_breakfast_included,b_amenities,b_price,c_hotel_id,c_name,c_stars,c_neighborhood,c_review_score,c_review_count,c_room_type,c_cancellation_free,c_breakfast_included,c_amenities,c_price
41,binary,11,1,3,Now Now NoHo,2,NoHo,7.6,834,Double Pod (1 double bed),0,0,Free WiFi; Shared lounge,144,69,Hampton Inn Manhattan/Times Square South,3,Times Square,8.2,3055,King Room (1 king bed),0,0,Free WiFi; Breakfast included; Fitness center,194,,,,,,,,,,,
45,binary,12,1,3,Now Now NoHo,2,NoHo,7.7,724,Double Pod (1 double bed),0,0,Free WiFi; Shared lounge,126,124,"The Beekman, A Thompson Hotel",5,Financial District,8.7,1540,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,520,,,,,,,,,,,
49,binary,13,1,3,Now Now NoHo,2,NoHo,7.4,760,Pod Room (1 single bed),0,0,Free WiFi; Shared lounge,161,125,Wyndham New Yorker Hotel,3,Midtown,7.4,3845,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center,228,,,,,,,,,,,
53,binary,14,1,3,Now Now NoHo,2,NoHo,7.5,803,Pod Room (1 single bed),0,0,Free WiFi; Shared lounge,115,154,Walker Hotel Greenwich Village,4,Greenwich Village,8.5,727,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant,262,,,,,,,,,,,
57,binary,15,1,3,Now Now NoHo,2,NoHo,7.4,847,Double Pod (1 double bed),0,0,Free WiFi; Shared lounge,165,162,McCarren Hotel & Pool,4,"Williamsburg, Brooklyn",8.0,730,Queen Room (1 queen bed),0,1,Free WiFi; Pool; Restaurant,190,,,,,,,,,,,
61,binary,16,1,4,Radio Hotel,2,Washington Heights,7.9,1222,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Bar,77,11,Moxy NYC Lower East Side,3,Lower East Side,8.1,1308,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,208,,,,,,,,,,,
65,binary,17,1,4,Radio Hotel,2,Washington Heights,8.2,1111,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Bar,132,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.5,3697,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,257,,,,,,,,,,,
69,binary,18,1,4,Radio Hotel,2,Washington Heights,7.9,1306,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Bar,108,61,The Whitby Hotel,5,Upper Midtown,9.5,834,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Screening room; Gym,772,,,,,,,,,,,
73,binary,19,1,4,Radio Hotel,2,Washington Heights,7.9,1131,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Bar,87,66,The Plaza,5,Midtown,8.4,3769,Deluxe King (1 king bed),1,0,Free WiFi; Spa; Restaurant; Fitness center; Palm Court,808,,,,,,,,,,,
77,binary,20,1,4,Radio Hotel,2,Washington Heights,8.0,1272,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Bar,75,90,InterContinental New York Times Square,5,Times Square,8.5,2689,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,486,,,,,,,,,,,
81,binary,21,1,4,Radio Hotel,2,Washington Heights,8.0,1130,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Bar,82,146,Mandarin Oriental New York,5,Upper West Side,9.0,954,Hudson River View King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,915,,,,,,,,,,,
85,binary,22,1,4,Radio Hotel,2,Washington Heights,8.2,1281,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Bar,99,166,Z Hotel New York,3,"Long Island City, Queens",7.9,1264,King Room (1 king bed),1,1,Free WiFi; Rooftop bar,175,,,,,,,,,,,
89,binary,23,1,5,Carlton Arms Hotel,2,Gramercy,7.3,977,Standard Room (1 twin bed),0,0,Free WiFi,87,49,The Hotel Chelsea,4,Chelsea,8.5,1291,King Room (1 king bed),1,0,Free WiFi; Restaurant; Concierge; Fitness center,393,,,,,,,,,,,
93,binary,24,1,6,Hotel Wolcott,2,Midtown,7.7,1630,Standard Double (2 double beds),0,0,Free WiFi; Fitness center,104,49,The Hotel Chelsea,4,Chelsea,8.7,1189,King Room (1 king bed),1,1,Free WiFi; Restaurant; Concierge; Fitness center,260,,,,,,,,,,,
97,binary,25,1,6,Hotel Wolcott,2,Midtown,7.6,1528,Standard Double (2 double beds),0,0,Free WiFi; Fitness center,112,54,The Wall Street Hotel,4,Financial District,8.6,633,Pearl Suite (1 king bed),0,0,Free WiFi; Restaurant; Bar; Fitness center,501,,,,,,,,,,,
101,binary,26,1,6,Hotel Wolcott,2,Midtown,7.6,1587,Standard Double (2 double beds),0,0,Free WiFi; Fitness center,111,68,Hampton Inn Manhattan-Chelsea,3,Chelsea,8.0,2849,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,217,,,,,,,,,,,
105,binary,27,1,6,Hotel Wolcott,2,Midtown,7.4,1523,Standard Double (2 double beds),1,0,Free WiFi; Fitness center,107,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",7.9,512,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant,215,,,,,,,,,,,
109,binary,28,1,7,voco Times Square South,3,Hell's Kitchen,8.1,1528,Standard Queen (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center,137,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.0,698,Studio King (1 king bed),1,0,Free WiFi; Fitness center,212,,,,,,,,,,,
113,binary,29,1,7,voco Times Square South,3,Hell's Kitchen,8.0,1406,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,148,48,Kimpton Theta New York,4,Times Square,8.2,697,Standard King (1 king bed),1,0,Free WiFi; Wine hour; Fitness center,281,,,,,,,,,,,
117,binary,30,1,7,voco Times Square South,3,Hell's Kitchen,7.9,1507,Standard Queen (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center,158,106,AC Hotel New York Times Square,4,Times Square,8.4,1846,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,191,,,,,,,,,,,
121,binary,31,1,7,voco Times Square South,3,Hell's Kitchen,7.9,1530,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,109,170,Renaissance New York Midtown Hotel,4,Midtown,8.3,1994,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,224,,,,,,,,,,,
125,binary,32,1,7,voco Times Square South,3,Hell's Kitchen,8.0,1289,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,159,171,New York Marriott Marquis,4,Times Square,7.7,8651,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center; Theater,333,,,,,,,,,,,
129,binary,33,1,7,voco Times Square South,3,Hell's Kitchen,8.0,1279,Standard Queen (1 queen bed),1,0,Free WiFi; Restaurant; Fitness center,149,175,Conrad New York Midtown,5,Midtown,8.3,1466,Deluxe Suite (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,507,,,,,,,,,,,
133,binary,34,1,8,YOTEL New York Times Square,3,Times Square,7.4,7009,Premium Queen Cabin (1 queen bed),1,0,Free WiFi; Fitness center; Terrace,183,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.4,3341,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,221,,,,,,,,,,,
137,binary,35,1,8,YOTEL New York Times Square,3,Times Square,7.7,6340,First Cabin (1 king bed),0,0,Free WiFi; Fitness center; Terrace,185,25,Hotel Indigo NYC Financial District,3,Financial District,8.1,2112,Standard Queen (1 queen bed),1,1,Free WiFi; Restaurant; Fitness center,206,,,,,,,,,,,
141,binary,36,1,8,YOTEL New York Times Square,3,Times Square,7.7,7049,First Cabin (1 king bed),1,0,Free WiFi; Fitness center; Terrace,202,55,Ink 48 Hotel,5,Hell's Kitchen,8.2,2427,King Room (1 king bed),1,0,Free WiFi; Rooftop bar; Fitness center; City views,414,,,,,,,,,,,
145,binary,37,1,8,YOTEL New York Times Square,3,Times Square,7.4,7065,First Cabin (1 king bed),0,0,Free WiFi; Fitness center; Terrace,168,101,Fairfield Inn & Suites New York Brooklyn,3,Brooklyn,7.7,1083,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,177,,,,,,,,,,,
149,binary,38,1,8,YOTEL New York Times Square,3,Times Square,7.7,6583,Premium Queen Cabin (1 queen bed),1,0,Free WiFi; Fitness center; Terrace,201,141,The Greenwich Hotel,5,TriBeCa,9.4,468,Deluxe King (1 king bed),1,0,Free WiFi; Restaurant; Spa; Pool; Fitness center,652,,,,,,,,,,,
153,binary,39,1,9,MOXY NYC Times Square,3,Times Square,7.7,4770,King Room (1 king bed),0,0,Free WiFi; Fitness center; Bar,163,69,Hampton Inn Manhattan/Times Square South,3,Times Square,8.1,2937,Double Room (2 double beds),0,0,Free WiFi; Breakfast included; Fitness center,184,,,,,,,,,,,
157,binary,40,1,9,MOXY NYC Times Square,3,Times Square,7.7,4762,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar,219,78,Hilton Garden Inn New York/Times Square,3,Times Square,7.9,2452,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center; Business center,274,,,,,,,,,,,
161,binary,41,1,9,MOXY NYC Times Square,3,Times Square,7.7,4579,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar,132,90,InterContinental New York Times Square,5,Times Square,8.2,2693,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,494,,,,,,,,,,,
165,binary,42,1,9,MOXY NYC Times Square,3,Times Square,8.1,4791,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar,198,126,Ramada by Wyndham New York/Eastside,2,Midtown East,6.9,1976,Queen Room (1 queen bed),0,0,Free WiFi,157,,,,,,,,,,,
169,binary,43,1,10,Moxy NYC Downtown,3,Financial District,8.1,1667,King Room (1 king bed),0,0,Free WiFi; Fitness center; Bar; Restaurant,185,11,Moxy NYC Lower East Side,3,Lower East Side,8.0,1172,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,252,,,,,,,,,,,
173,binary,44,1,10,Moxy NYC Downtown,3,Financial District,8.0,1663,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar; Restaurant,133,23,Hilton Garden Inn New York/West 35th Street,3,Midtown,8.3,2602,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Business center,276,,,,,,,,,,,
177,binary,45,1,10,Moxy NYC Downtown,3,Financial District,8.3,1539,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar; Restaurant,111,35,LUMA Hotel Times Square,4,Times Square,8.3,2491,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Bar; Fitness center,373,,,,,,,,,,,
181,binary,46,1,10,Moxy NYC Downtown,3,Financial District,8.2,1446,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Bar; Restaurant,115,55,Ink 48 Hotel,5,Hell's Kitchen,7.9,2649,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Fitness center; City views,365,,,,,,,,,,,
185,binary,47,1,10,Moxy NYC Downtown,3,Financial District,8.2,1526,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Bar; Restaurant,166,105,Residence Inn New York Downtown Manhattan,3,Financial District,7.9,1029,One-Bedroom Suite (1 king bed),0,1,Free WiFi; Breakfast included; Kitchen; Fitness center,203,,,,,,,,,,,
189,binary,48,1,10,Moxy NYC Downtown,3,Financial District,8.0,1624,King Room (1 king bed),1,0,Free WiFi; Fitness center; Bar; Restaurant,177,120,Hyatt Place New York/Chelsea,3,Chelsea,8.1,1239,Double Room (2 double beds),1,0,Free WiFi; Breakfast; Fitness center,236,,,,,,,,,,,
193,binary,49,1,11,Moxy NYC Lower East Side,3,Lower East Side,8.3,1294,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,210,54,The Wall Street Hotel,4,Financial District,8.6,659,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar; Fitness center,325,,,,,,,,,,,
197,binary,50,1,11,Moxy NYC Lower East Side,3,Lower East Side,8.1,1214,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar; Restaurant,244,124,"The Beekman, A Thompson Hotel",5,Financial District,8.9,1436,Turret Suite (1 king bed),0,0,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,326,,,,,,,,,,,
201,binary,51,1,11,Moxy NYC Lower East Side,3,Lower East Side,8.0,1303,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,136,129,Best Western Plus Hospitality House Suites,3,Midtown East,7.7,1422,One-Bedroom Suite (1 king bed),1,0,Free WiFi; Kitchen; Fitness center,252,,,,,,,,,,,
205,binary,52,1,11,Moxy NYC Lower East Side,3,Lower East Side,8.1,1179,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,243,153,The Renwick Hotel,4,Midtown East,8.4,918,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Bar,374,,,,,,,,,,,
209,binary,53,1,11,Moxy NYC Lower East Side,3,Lower East Side,8.2,1129,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Restaurant,200,155,Walker Hotel Tribeca,4,TriBeCa,8.2,526,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant,296,,,,,,,,,,,
213,binary,54,1,12,Moxy NYC East Village,3,East Village,8.2,1082,King Room (1 king bed),1,0,Free WiFi; Rooftop bar; Restaurant,247,103,Residence Inn New York Manhattan/Times Square,3,Times Square,8.0,1711,One-Bedroom Suite (1 king bed),1,1,Free WiFi; Breakfast included; Kitchen; Fitness center,279,,,,,,,,,,,
217,binary,55,1,12,Moxy NYC East Village,3,East Village,7.9,1175,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Restaurant,215,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,7.7,1492,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Pool,255,,,,,,,,,,,
221,binary,56,1,12,Moxy NYC East Village,3,East Village,7.9,1144,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar; Restaurant,133,125,Wyndham New Yorker Hotel,3,Midtown,7.5,3998,Double Room (2 double beds),0,1,Free WiFi; Fitness center,217,,,,,,,,,,,
225,binary,57,1,13,Aloft New York Chelsea,3,Chelsea,8.3,1719,Savvy Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Bar,241,20,SpringHill Suites by Marriott Midtown Manhattan,3,Midtown,8.2,3056,Suite (1 king bed),1,1,Free WiFi; Breakfast; Fitness center,147,,,,,,,,,,,
229,binary,58,1,13,Aloft New York Chelsea,3,Chelsea,8.4,1823,Savvy Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar,142,43,Arlo NoMad,4,NoMad,8.1,2398,King Room (1 king bed),1,0,Free WiFi; Rooftop bar; Restaurant,203,,,,,,,,,,,
233,binary,59,1,13,Aloft New York Chelsea,3,Chelsea,8.5,1889,Savvy King Room (1 king bed),0,0,Free WiFi; Fitness center; Bar,137,63,Baccarat Hotel and Residences New York,5,Midtown,9.0,681,Classic King (1 king bed),1,0,Free WiFi; Spa; Pool; Restaurant; Bar,949,,,,,,,,,,,
237,binary,60,1,13,Aloft New York Chelsea,3,Chelsea,8.4,1729,Savvy Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Bar,243,85,Holiday Inn New York City - Wall Street,3,Financial District,7.6,1820,King Room (1 king bed),0,0,Free WiFi; Fitness center,129,,,,,,,,,,,
241,binary,61,1,13,Aloft New York Chelsea,3,Chelsea,8.4,1727,Savvy Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar,212,178,Loews Regency Hotel New York,5,Upper East Side,8.6,1132,Deluxe King (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,741,,,,,,,,,,,
245,binary,62,1,14,Margaritaville Resort Times Square,3,Midtown West,7.7,2111,Standard King (1 king bed),1,0,Free WiFi; Pool; Bar; Restaurant,86,61,The Whitby Hotel,5,Upper Midtown,9.2,860,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Screening room; Gym,737,,,,,,,,,,,
249,binary,63,1,14,Margaritaville Resort Times Square,3,Midtown West,7.5,2146,Standard King (1 king bed),1,0,Free WiFi; Pool; Bar; Restaurant,176,62,Four Seasons Hotel New York Downtown,5,TriBeCa,9.0,515,Premier King with City View (1 king bed),1,0,Free WiFi; Spa; Pool; Restaurant; Fitness center,642,,,,,,,,,,,
253,binary,64,1,14,Margaritaville Resort Times Square,3,Midtown West,7.7,2077,Standard Double (2 double beds),0,0,Free WiFi; Pool; Bar; Restaurant,122,101,Fairfield Inn & Suites New York Brooklyn,3,Brooklyn,7.5,1290,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,186,,,,,,,,,,,
257,binary,65,1,15,Millennium Broadway Times Square,3,Times Square,7.3,3685,Superior King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,142,51,Nine Orchard,4,Lower East Side,8.8,707,Deluxe King (1 king bed),1,1,Free WiFi; Restaurant; Spa,360,,,,,,,,,,,
261,binary,66,1,15,Millennium Broadway Times Square,3,Times Square,7.4,3986,Standard Queen (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant,147,69,Hampton Inn Manhattan/Times Square South,3,Times Square,8.3,3015,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,302,,,,,,,,,,,
265,binary,67,1,15,Millennium Broadway Times Square,3,Times Square,7.6,3713,Standard Queen (1 queen bed),1,0,Free WiFi; Fitness center; Restaurant,98,114,Sheraton Brooklyn New York Hotel,4,Downtown Brooklyn,7.7,1368,Double Room (2 double beds),1,1,Free WiFi; Restaurant; Fitness center; Pool,175,,,,,,,,,,,
269,binary,68,1,15,Millennium Broadway Times Square,3,Times Square,7.5,3490,Standard Queen (1 queen bed),0,1,Free WiFi; Fitness center; Restaurant,169,125,Wyndham New Yorker Hotel,3,Midtown,7.3,3910,King Room (1 king bed),1,0,Free WiFi; Fitness center,158,,,,,,,,,,,
273,binary,69,1,15,Millennium Broadway Times Square,3,Times Square,7.4,3653,Superior King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant,156,143,1 Hotel Brooklyn Bridge,4,Brooklyn Heights,8.8,1935,King Room (1 king bed),1,0,Free WiFi; Rooftop pool; Restaurant; Spa,519,,,,,,,,,,,
277,binary,70,1,16,Broadway Plaza Hotel,3,Upper West Side,9.2,1810,One-Bedroom Suite (1 king bed),1,0,Free WiFi; Kitchenette,106,66,The Plaza,5,Midtown,8.3,3662,Deluxe King (1 king bed),1,0,Free WiFi; Spa; Restaurant; Fitness center; Palm Court,1336,,,,,,,,,,,
281,binary,71,1,16,Broadway Plaza Hotel,3,Upper West Side,9.1,2049,Studio (1 queen bed),1,0,Free WiFi; Kitchenette,159,75,Hilton Garden Inn New York/Midtown Park Avenue,3,Midtown East,8.1,2348,King Room (1 king bed),0,0,Free WiFi; Restaurant; Fitness center; Business center,181,,,,,,,,,,,
285,binary,72,1,16,Broadway Plaza Hotel,3,Upper West Side,9.2,2027,One-Bedroom Suite (1 king bed),0,0,Free WiFi; Kitchenette,138,88,Crowne Plaza HY36 Midtown Manhattan,4,Midtown,8.5,2032,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,370,,,,,,,,,,,
289,binary,73,1,16,Broadway Plaza Hotel,3,Upper West Side,9.3,1906,One-Bedroom Suite (1 king bed),0,0,Free WiFi; Kitchenette,91,168,The Boro Hotel,4,"Long Island City, Queens",8.4,850,King Room (1 king bed),1,0,Free WiFi; Bar; Manhattan views,186,,,,,,,,,,,
293,binary,74,1,17,The Hotel at Fifth Avenue,3,Midtown,8.1,1832,Standard Queen (1 queen bed),0,0,Free WiFi; Fitness center,158,33,MADE Hotel,4,Midtown,9.0,2161,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Allergy-free rooms,286,,,,,,,,,,,
297,binary,75,1,17,The Hotel at Fifth Avenue,3,Midtown,8.2,1905,Standard Queen (1 queen bed),1,0,Free WiFi; Fitness center,182,40,Hard Rock Hotel New York,4,Midtown,8.6,1802,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center; Bar,333,,,,,,,,,,,
301,binary,76,1,17,The Hotel at Fifth Avenue,3,Midtown,8.1,1633,Standard Queen (1 queen bed),1,0,Free WiFi; Fitness center,161,50,Ace Hotel Brooklyn,4,"Boerum Hill, Brooklyn",8.5,1079,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Lobby bar,254,,,,,,,,,,,
305,binary,77,1,17,The Hotel at Fifth Avenue,3,Midtown,8.0,1623,Deluxe King (1 king bed),1,0,Free WiFi; Fitness center,105,54,The Wall Street Hotel,4,Financial District,8.8,662,Pearl Suite (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center,425,,,,,,,,,,,
309,binary,78,1,17,The Hotel at Fifth Avenue,3,Midtown,8.0,1777,Standard Queen (1 queen bed),1,0,Free WiFi; Fitness center,187,96,Courtyard by Marriott New York Manhattan/SoHo,3,SoHo,8.4,1290,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant,258,,,,,,,,,,,
313,binary,79,1,17,The Hotel at Fifth Avenue,3,Midtown,8.1,1843,Standard Queen (1 queen bed),0,0,Free WiFi; Fitness center,189,112,Sheraton New York Times Square Hotel,4,Times Square,7.4,5541,Double Room (2 double beds),1,0,Free WiFi; Fitness center; Restaurant; Bar,316,,,,,,,,,,,
317,binary,80,1,17,The Hotel at Fifth Avenue,3,Midtown,7.8,1954,Standard Queen (1 queen bed),1,0,Free WiFi; Fitness center,183,140,NoMo SoHo,4,SoHo,8.1,1028,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Bar,298,,,,,,,,,,,
321,binary,81,1,17,The Hotel at Fifth Avenue,3,Midtown,8.2,1858,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center,154,157,Hotel Hugo,4,SoHo,8.1,1174,King Room (1 king bed),0,0,Free WiFi; Rooftop bar; Restaurant,283,,,,,,,,,,,
325,binary,82,1,18,The Lucerne Hotel,3,Upper West Side,8.2,2264,Classic Queen (1 queen bed),1,0,Free WiFi; Restaurant; Fitness center,161,91,InterContinental New York Barclay,5,Midtown East,8.5,1710,Deluxe King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,684,,,,,,,,,,,
329,binary,83,1,18,The Lucerne Hotel,3,Upper West Side,8.4,2241,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,133,93,Kimpton Muse Hotel,4,Times Square,8.4,1203,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant; Bar; Wine hour,236,,,,,,,,,,,
333,binary,84,1,18,The Lucerne Hotel,3,Upper West Side,8.5,2455,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,144,120,Hyatt Place New York/Chelsea,3,Chelsea,7.9,1124,Double Room (2 double beds),1,0,Free WiFi; Breakfast; Fitness center,142,,,,,,,,,,,
337,binary,85,1,18,The Lucerne Hotel,3,Upper West Side,8.1,2411,Deluxe King (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,178,131,Freehand New York,3,Flatiron,7.9,1786,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar; Rooftop,140,,,,,,,,,,,
341,binary,86,1,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.2,714,Studio Queen (1 queen bed),0,0,Free WiFi; Fitness center,203,71,Hampton Inn Manhattan-35th St/Empire State Bldg,3,Midtown,8.3,2388,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,202,,,,,,,,,,,
345,binary,87,1,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.1,640,Studio Queen (1 queen bed),1,0,Free WiFi; Fitness center,251,116,Hyatt Centric Midtown 5th Avenue New York,4,Midtown,8.4,1622,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,354,,,,,,,,,,,
