task_id,task_type,group_id,rep,a_hotel_id,a_name,a_stars,a_neighborhood,a_review_score,a_review_count,a_room_type,a_cancellation_free,a_breakfast_included,a_amenities,a_price,b_hotel_id,b_name,b_stars,b_neighborhood,b_review_score,b_review_count,b_room_type,b_cancellation_free,b_breakfast_included,b_amenities,b_price,c_hotel_id,c_name,c_stars,c_neighborhood,c_review_score,c_review_count,c_room_type,c_cancellation_free,c_breakfast_included,c_amenities,c_price
21,binary,6,1,2,Pod 39,3,Murray Hill,7.9,2644,Full Bunk Pod (1 bunk bed),1,0,Free WiFi; Rooftop bar; Restaurant,95,28,citizenM New York Times Square,4,Times Square,8.5,2934,citizenM King Room (1 king bed),0,0,Free WiFi; Soundproof rooms; Rain shower; Smart TV,150,,,,,,,,,,,
22,binary,6,2,2,Pod 39,3,Murray Hill,8.1,2785,Queen Pod (1 queen bed),1,0,Free WiFi; Rooftop bar; Restaurant,141,28,citizenM New York Times Square,4,Times Square,8.8,3182,citizenM King Room (1 king bed),1,0,Free WiFi; Soundproof rooms; Rain shower; Smart TV,327,,,,,,,,,,,
25,binary,7,1,2,Pod 39,3,Murray Hill,7.9,2687,Full Bunk Pod (1 bunk bed),0,0,Free WiFi; Rooftop bar; Restaurant,107,149,Lotte New York Palace,5,Midtown East,8.4,2158,Deluxe King (1 king bed),0,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,481,,,,,,,,,,,
26,binary,7,2,2,Pod 39,3,Murray Hill,7.9,3090,Full Bunk Pod (1 bunk bed),1,0,Free WiFi; Rooftop bar; Restaurant,105,149,Lotte New York Palace,5,Midtown East,8.5,2081,Palace King (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,415,,,,,,,,,,,
29,binary,8,1,2,Pod 39,3,Murray Hill,7.8,2778,Queen Pod (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,127,173,"The Lexington Hotel, Autograph Collection",4,Midtown East,8.2,2752,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,285,,,,,,,,,,,
30,binary,8,2,2,Pod 39,3,Murray Hill,8.0,3183,Queen Pod (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,97,173,"The Lexington Hotel, Autograph Collection",4,Midtown East,7.9,2921,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,357,,,,,,,,,,,
33,binary,9,1,3,Now Now NoHo,2,NoHo,7.6,807,Double Pod (1 double bed),0,0,Free WiFi; Shared lounge,116,21,Courtyard by Marriott Times Square West,3,Midtown West,8.1,2368,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,173,,,,,,,,,,,
34,binary,9,2,3,Now Now NoHo,2,NoHo,7.5,857,Pod Room (1 single bed),0,0,Free WiFi; Shared lounge,92,21,Courtyard by Marriott Times Square West,3,Midtown West,8.0,2373,Double Room (2 double beds),1,0,Free WiFi; Restaurant; Fitness center,192,,,,,,,,,,,
37,binary,10,1,3,Now Now NoHo,2,NoHo,7.5,814,Pod Room (1 single bed),1,0,Free WiFi; Shared lounge,131,43,Arlo NoMad,4,NoMad,8.0,2574,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,290,,,,,,,,,,,
38,binary,10,2,3,Now Now NoHo,2,NoHo,7.4,743,Double Pod (1 double bed),0,0,Free WiFi; Shared lounge,164,43,Arlo NoMad,4,NoMad,7.9,2616,King Room (1 king bed),1,0,Free WiFi; Rooftop bar; Restaurant,182,,,,,,,,,,,
41,binary,11,1,3,Now Now NoHo,2,NoHo,7.6,834,Double Pod (1 double bed),0,0,Free WiFi; Shared lounge,144,69,Hampton Inn Manhattan/Times Square South,3,Times Square,8.2,3055,King Room (1 king bed),0,0,Free WiFi; Breakfast included; Fitness center,194,,,,,,,,,,,
42,binary,11,2,3,Now Now NoHo,2,NoHo,7.7,868,Double Pod (1 double bed),0,0,Free WiFi; Shared lounge,99,69,Hampton Inn Manhattan/Times Square South,3,Times Square,8.2,3398,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,249,,,,,,,,,,,
45,binary,12,1,3,Now Now NoHo,2,NoHo,7.7,724,Double Pod (1 double bed),0,0,Free WiFi; Shared lounge,126,124,"The Beekman, A Thompson Hotel",5,Financial District,8.7,1540,King Room (1 king bed),0,0,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,520,,,,,,,,,,,
46,binary,12,2,3,Now Now NoHo,2,NoHo,7.5,721,Double Pod (1 double bed),0,0,Free WiFi; Shared lounge,143,124,"The Beekman, A Thompson Hotel",5,Financial District,8.6,1334,King Room (1 king bed),1,1,Free WiFi; Restaurant; Bar; Fitness center; Historic atrium,467,,,,,,,,,,,
49,binary,13,1,3,Now Now NoHo,2,NoHo,7.4,760,Pod Room (1 single bed),0,0,Free WiFi; Shared lounge,161,125,Wyndham New Yorker Hotel,3,Midtown,7.4,3845,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center,228,,,,,,,,,,,
50,binary,13,2,3,Now Now NoHo,2,NoHo,7.3,801,Double Pod (1 double bed),1,0,Free WiFi; Shared lounge,168,125,Wyndham New Yorker Hotel,3,Midtown,7.2,4506,Double Room (2 double beds),0,0,Free WiFi; Fitness center,234,,,,,,,,,,,
53,binary,14,1,3,Now Now NoHo,2,NoHo,7.5,803,Pod Room (1 single bed),0,0,Free WiFi; Shared lounge,115,154,Walker Hotel Greenwich Village,4,Greenwich Village,8.5,727,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant,262,,,,,,,,,,,
54,binary,14,2,3,Now Now NoHo,2,NoHo,7.3,734,Pod Room (1 single bed),0,0,Free WiFi; Shared lounge,122,154,Walker Hotel Greenwich Village,4,Greenwich Village,8.5,755,Queen Room (1 queen bed),0,0,Free WiFi; Restaurant,376,,,,,,,,,,,
57,binary,15,1,3,Now Now NoHo,2,NoHo,7.4,847,Double Pod (1 double bed),0,0,Free WiFi; Shared lounge,165,162,McCarren Hotel & Pool,4,"Williamsburg, Brooklyn",8.0,730,Queen Room (1 queen bed),0,1,Free WiFi; Pool; Restaurant,190,,,,,,,,,,,
58,binary,15,2,3,Now Now NoHo,2,NoHo,7.7,839,Pod Room (1 single bed),0,0,Free WiFi; Shared lounge,143,162,McCarren Hotel & Pool,4,"Williamsburg, Brooklyn",7.9,844,King Room (1 king bed),0,0,Free WiFi; Pool; Restaurant,169,,,,,,,,,,,
61,binary,16,1,4,Radio Hotel,2,Washington Heights,7.9,1222,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Bar,77,11,Moxy NYC Lower East Side,3,Lower East Side,8.1,1308,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,208,,,,,,,,,,,
62,binary,16,2,4,Radio Hotel,2,Washington Heights,7.9,1095,Standard Queen (1 queen bed),1,0,Free WiFi; Restaurant; Bar,91,11,Moxy NYC Lower East Side,3,Lower East Side,8.2,1221,King Room (1 king bed),1,0,Free WiFi; Rooftop bar; Restaurant,254,,,,,,,,,,,
65,binary,17,1,4,Radio Hotel,2,Washington Heights,8.2,1111,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Bar,132,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.5,3697,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,257,,,,,,,,,,,
66,binary,17,2,4,Radio Hotel,2,Washington Heights,8.1,1204,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Bar,123,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.5,3470,King Room (1 king bed),0,1,Free WiFi; Breakfast included; Fitness center,162,,,,,,,,,,,
69,binary,18,1,4,Radio Hotel,2,Washington Heights,7.9,1306,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Bar,108,61,The Whitby Hotel,5,Upper Midtown,9.5,834,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Screening room; Gym,772,,,,,,,,,,,
70,binary,18,2,4,Radio Hotel,2,Washington Heights,8.1,1128,Standard Queen (1 queen bed),0,0,Free WiFi; Restaurant; Bar,114,61,The Whitby Hotel,5,Upper Midtown,9.4,876,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Screening room; Gym,966,,,,,,,,,,,
73,binary,19,1,4,Radio Hotel,2,Washington Heights,7.9,1131,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Bar,87,66,The Plaza,5,Midtown,8.4,3769,Deluxe King (1 king bed),1,0,Free WiFi; Spa; Restaurant; Fitness center; Palm Court,808,,,,,,,,,,,
74,binary,19,2,4,Radio Hotel,2,Washington Heights,8.1,1101,Standard Queen (1 queen bed),1,0,Free WiFi; Restaurant; Bar,107,66,The Plaza,5,Midtown,8.4,3994,Superior King (1 king bed),0,0,Free WiFi; Spa; Restaurant; Fitness center; Palm Court,1236,,,,,,,,,,,
77,binary,20,1,4,Radio Hotel,2,Washington Heights,8.0,1272,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Bar,75,90,InterContinental New York Times Square,5,Times Square,8.5,2689,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,486,,,,,,,,,,,
78,binary,20,2,4,Radio Hotel,2,Washington Heights,8.0,1227,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Bar,83,90,InterContinental New York Times Square,5,Times Square,8.4,2970,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,414,,,,,,,,,,,
81,binary,21,1,4,Radio Hotel,2,Washington Heights,8.0,1130,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Bar,82,146,Mandarin Oriental New York,5,Upper West Side,9.0,954,Hudson River View King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,915,,,,,,,,,,,
82,binary,21,2,4,Radio Hotel,2,Washington Heights,8.2,1274,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Bar,113,146,Mandarin Oriental New York,5,Upper West Side,8.8,1086,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa; Pool,1356,,,,,,,,,,,
85,binary,22,1,4,Radio Hotel,2,Washington Heights,8.2,1281,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Bar,99,166,Z Hotel New York,3,"Long Island City, Queens",7.9,1264,King Room (1 king bed),1,1,Free WiFi; Rooftop bar,175,,,,,,,,,,,
86,binary,22,2,4,Radio Hotel,2,Washington Heights,8.0,1106,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Bar,125,166,Z Hotel New York,3,"Long Island City, Queens",7.8,1533,King Room (1 king bed),1,0,Free WiFi; Rooftop bar,190,,,,,,,,,,,
89,binary,23,1,5,Carlton Arms Hotel,2,Gramercy,7.3,977,Standard Room (1 twin bed),0,0,Free WiFi,87,49,The Hotel Chelsea,4,Chelsea,8.5,1291,King Room (1 king bed),1,0,Free WiFi; Restaurant; Concierge; Fitness center,393,,,,,,,,,,,
90,binary,23,2,5,Carlton Arms Hotel,2,Gramercy,7.3,920,Standard Room (1 twin bed),0,0,Free WiFi,147,49,The Hotel Chelsea,4,Chelsea,8.7,1244,King Room (1 king bed),1,0,Free WiFi; Restaurant; Concierge; Fitness center,233,,,,,,,,,,,
93,binary,24,1,6,Hotel Wolcott,2,Midtown,7.7,1630,Standard Double (2 double beds),0,0,Free WiFi; Fitness center,104,49,The Hotel Chelsea,4,Chelsea,8.7,1189,King Room (1 king bed),1,1,Free WiFi; Restaurant; Concierge; Fitness center,260,,,,,,,,,,,
94,binary,24,2,6,Hotel Wolcott,2,Midtown,7.7,1436,Standard Double (2 double beds),0,0,Free WiFi; Fitness center,125,49,The Hotel Chelsea,4,Chelsea,8.6,1153,King Room (1 king bed),0,1,Free WiFi; Restaurant; Concierge; Fitness center,435,,,,,,,,,,,
97,binary,25,1,6,Hotel Wolcott,2,Midtown,7.6,1528,Standard Double (2 double beds),0,0,Free WiFi; Fitness center,112,54,The Wall Street Hotel,4,Financial District,8.6,633,Pearl Suite (1 king bed),0,0,Free WiFi; Restaurant; Bar; Fitness center,501,,,,,,,,,,,
98,binary,25,2,6,Hotel Wolcott,2,Midtown,7.5,1660,Standard Queen (1 queen bed),0,0,Free WiFi; Fitness center,95,54,The Wall Street Hotel,4,Financial District,8.5,639,King Room (1 king bed),1,1,Free WiFi; Restaurant; Bar; Fitness center,483,,,,,,,,,,,
101,binary,26,1,6,Hotel Wolcott,2,Midtown,7.6,1587,Standard Double (2 double beds),0,0,Free WiFi; Fitness center,111,68,Hampton Inn Manhattan-Chelsea,3,Chelsea,8.0,2849,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,217,,,,,,,,,,,
102,binary,26,2,6,Hotel Wolcott,2,Midtown,7.6,1484,Standard Double (2 double beds),1,0,Free WiFi; Fitness center,122,68,Hampton Inn Manhattan-Chelsea,3,Chelsea,8.2,2952,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,243,,,,,,,,,,,
105,binary,27,1,6,Hotel Wolcott,2,Midtown,7.4,1523,Standard Double (2 double beds),1,0,Free WiFi; Fitness center,107,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",7.9,512,Queen Room (1 queen bed),1,0,Free WiFi; Restaurant,215,,,,,,,,,,,
106,binary,27,2,6,Hotel Wolcott,2,Midtown,7.8,1634,Standard Queen (1 queen bed),1,0,Free WiFi; Fitness center,70,165,Hotel Le Bleu,3,"Park Slope, Brooklyn",8.1,545,King Room (1 king bed),1,1,Free WiFi; Restaurant,129,,,,,,,,,,,
109,binary,28,1,7,voco Times Square South,3,Hell's Kitchen,8.1,1528,Standard Queen (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center,137,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.0,698,Studio King (1 king bed),1,0,Free WiFi; Fitness center,212,,,,,,,,,,,
110,binary,28,2,7,voco Times Square South,3,Hell's Kitchen,8.0,1497,Standard Queen (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center,88,19,Romer Hell's Kitchen,3,Hell's Kitchen,8.3,630,Studio King (1 king bed),0,0,Free WiFi; Fitness center,199,,,,,,,,,,,
113,binary,29,1,7,voco Times Square South,3,Hell's Kitchen,8.0,1406,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,148,48,Kimpton Theta New York,4,Times Square,8.2,697,Standard King (1 king bed),1,0,Free WiFi; Wine hour; Fitness center,281,,,,,,,,,,,
114,binary,29,2,7,voco Times Square South,3,Hell's Kitchen,7.8,1479,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,86,48,Kimpton Theta New York,4,Times Square,8.4,782,Standard King (1 king bed),1,0,Free WiFi; Wine hour; Fitness center,173,,,,,,,,,,,
117,binary,30,1,7,voco Times Square South,3,Hell's Kitchen,7.9,1507,Standard Queen (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center,158,106,AC Hotel New York Times Square,4,Times Square,8.4,1846,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,191,,,,,,,,,,,
118,binary,30,2,7,voco Times Square South,3,Hell's Kitchen,8.1,1460,Standard Queen (1 queen bed),1,0,Free WiFi; Restaurant; Fitness center,146,106,AC Hotel New York Times Square,4,Times Square,8.4,2069,King Room (1 king bed),0,0,Free WiFi; Fitness center; Restaurant; Bar,266,,,,,,,,,,,
121,binary,31,1,7,voco Times Square South,3,Hell's Kitchen,7.9,1530,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,109,170,Renaissance New York Midtown Hotel,4,Midtown,8.3,1994,Double Room (2 double beds),0,0,Free WiFi; Fitness center; Restaurant; Bar,224,,,,,,,,,,,
122,binary,31,2,7,voco Times Square South,3,Hell's Kitchen,7.7,1293,Standard Queen (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center,85,170,Renaissance New York Midtown Hotel,4,Midtown,8.0,1999,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar,317,,,,,,,,,,,
125,binary,32,1,7,voco Times Square South,3,Hell's Kitchen,8.0,1289,Standard King (1 king bed),0,0,Free WiFi; Restaurant; Fitness center,159,171,New York Marriott Marquis,4,Times Square,7.7,8651,King Room (1 king bed),1,0,Free WiFi; Restaurant; Bar; Fitness center; Theater,333,,,,,,,,,,,
126,binary,32,2,7,voco Times Square South,3,Hell's Kitchen,7.9,1390,Standard King (1 king bed),1,0,Free WiFi; Restaurant; Fitness center,117,171,New York Marriott Marquis,4,Times Square,7.6,8418,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Bar; Fitness center; Theater,271,,,,,,,,,,,
129,binary,33,1,7,voco Times Square South,3,Hell's Kitchen,8.0,1279,Standard Queen (1 queen bed),1,0,Free WiFi; Restaurant; Fitness center,149,175,Conrad New York Midtown,5,Midtown,8.3,1466,Deluxe Suite (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,507,,,,,,,,,,,
130,binary,33,2,7,voco Times Square South,3,Hell's Kitchen,7.8,1323,Standard Queen (1 queen bed),0,0,Free WiFi; Restaurant; Fitness center,171,175,Conrad New York Midtown,5,Midtown,8.4,1456,King Suite (1 king bed),1,1,Free WiFi; Fitness center; Restaurant; Bar; Spa,391,,,,,,,,,,,
133,binary,34,1,8,YOTEL New York Times Square,3,Times Square,7.4,7009,Premium Queen Cabin (1 queen bed),1,0,Free WiFi; Fitness center; Terrace,183,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.4,3341,Double Room (2 double beds),0,1,Free WiFi; Breakfast included; Fitness center,221,,,,,,,,,,,
134,binary,34,2,8,YOTEL New York Times Square,3,Times Square,7.5,6266,Premium Queen Cabin (1 queen bed),1,0,Free WiFi; Fitness center; Terrace,204,22,Hampton Inn Manhattan Times Square Central,3,Times Square,8.4,3216,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,184,,,,,,,,,,,
137,binary,35,1,8,YOTEL New York Times Square,3,Times Square,7.7,6340,First Cabin (1 king bed),0,0,Free WiFi; Fitness center; Terrace,185,25,Hotel Indigo NYC Financial District,3,Financial District,8.1,2112,Standard Queen (1 queen bed),1,1,Free WiFi; Restaurant; Fitness center,206,,,,,,,,,,,
138,binary,35,2,8,YOTEL New York Times Square,3,Times Square,7.6,7115,Premium Queen Cabin (1 queen bed),1,0,Free WiFi; Fitness center; Terrace,154,25,Hotel Indigo NYC Financial District,3,Financial District,8.0,2218,Standard Queen (1 queen bed),1,1,Free WiFi; Restaurant; Fitness center,201,,,,,,,,,,,
141,binary,36,1,8,YOTEL New York Times Square,3,Times Square,7.7,7049,First Cabin (1 king bed),1,0,Free WiFi; Fitness center; Terrace,202,55,Ink 48 Hotel,5,Hell's Kitchen,8.2,2427,King Room (1 king bed),1,0,Free WiFi; Rooftop bar; Fitness center; City views,414,,,,,,,,,,,
142,binary,36,2,8,YOTEL New York Times Square,3,Times Square,7.4,6614,Premium Queen Cabin (1 queen bed),1,0,Free WiFi; Fitness center; Terrace,153,55,Ink 48 Hotel,5,Hell's Kitchen,8.1,2491,King Room with City View (1 king bed),1,0,Free WiFi; Rooftop bar; Fitness center; City views,532,,,,,,,,,,,
145,binary,37,1,8,YOTEL New York Times Square,3,Times Square,7.4,7065,First Cabin (1 king bed),0,0,Free WiFi; Fitness center; Terrace,168,101,Fairfield Inn & Suites New York Brooklyn,3,Brooklyn,7.7,1083,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,177,,,,,,,,,,,
146,binary,37,2,8,YOTEL New York Times Square,3,Times Square,7.6,6744,First Cabin (1 king bed),0,0,Free WiFi; Fitness center; Terrace,153,101,Fairfield Inn & Suites New York Brooklyn,3,Brooklyn,7.6,1275,King Room (1 king bed),1,1,Free WiFi; Breakfast included; Fitness center,116,,,,,,,,,,,
149,binary,38,1,8,YOTEL New York Times Square,3,Times Square,7.7,6583,Premium Queen Cabin (1 queen bed),1,0,Free WiFi; Fitness center; Terrace,201,141,The Greenwich Hotel,5,TriBeCa,9.4,468,Deluxe King (1 king bed),1,0,Free WiFi; Restaurant; Spa; Pool; Fitness center,652,,,,,,,,,,,
150,binary,38,2,8,YOTEL New York Times Square,3,Times Square,7.5,7573,Premium Queen Cabin (1 queen bed),0,0,Free WiFi; Fitness center; Terrace,118,141,The Greenwich Hotel,5,TriBeCa,9.1,538,Deluxe King (1 king bed),0,0,Free WiFi; Restaurant; Spa; Pool; Fitness center,791,,,,,,,,,,,
153,binary,39,1,9,MOXY NYC Times Square,3,Times Square,7.7,4770,King Room (1 king bed),0,0,Free WiFi; Fitness center; Bar,163,69,Hampton Inn Manhattan/Times Square South,3,Times Square,8.1,2937,Double Room (2 double beds),0,0,Free WiFi; Breakfast included; Fitness center,184,,,,,,,,,,,
154,binary,39,2,9,MOXY NYC Times Square,3,Times Square,7.9,4441,King Room (1 king bed),1,0,Free WiFi; Fitness center; Bar,233,69,Hampton Inn Manhattan/Times Square South,3,Times Square,8.3,3013,Double Room (2 double beds),1,1,Free WiFi; Breakfast included; Fitness center,304,,,,,,,,,,,
157,binary,40,1,9,MOXY NYC Times Square,3,Times Square,7.7,4762,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar,219,78,Hilton Garden Inn New York/Times Square,3,Times Square,7.9,2452,Double Room (2 double beds),0,0,Free WiFi; Restaurant; Fitness center; Business center,274,,,,,,,,,,,
158,binary,40,2,9,MOXY NYC Times Square,3,Times Square,8.1,4755,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar,193,78,Hilton Garden Inn New York/Times Square,3,Times Square,8.1,2509,Double Room (2 double beds),1,1,Free WiFi; Restaurant; Fitness center; Business center,245,,,,,,,,,,,
161,binary,41,1,9,MOXY NYC Times Square,3,Times Square,7.7,4579,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar,132,90,InterContinental New York Times Square,5,Times Square,8.2,2693,Premium King (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,494,,,,,,,,,,,
162,binary,41,2,9,MOXY NYC Times Square,3,Times Square,7.8,4484,King Room (1 king bed),1,0,Free WiFi; Fitness center; Bar,210,90,InterContinental New York Times Square,5,Times Square,8.3,2741,King Room (1 king bed),1,0,Free WiFi; Fitness center; Restaurant; Bar; Spa,404,,,,,,,,,,,
165,binary,42,1,9,MOXY NYC Times Square,3,Times Square,8.1,4791,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar,198,126,Ramada by Wyndham New York/Eastside,2,Midtown East,6.9,1976,Queen Room (1 queen bed),0,0,Free WiFi,157,,,,,,,,,,,
166,binary,42,2,9,MOXY NYC Times Square,3,Times Square,7.9,4061,King Room (1 king bed),1,0,Free WiFi; Fitness center; Bar,152,126,Ramada by Wyndham New York/Eastside,2,Midtown East,6.9,1779,King Room (1 king bed),0,0,Free WiFi,87,,,,,,,,,,,
169,binary,43,1,10,Moxy NYC Downtown,3,Financial District,8.1,1667,King Room (1 king bed),0,0,Free WiFi; Fitness center; Bar; Restaurant,185,11,Moxy NYC Lower East Side,3,Lower East Side,8.0,1172,Queen Room (1 queen bed),0,0,Free WiFi; Rooftop bar; Restaurant,252,,,,,,,,,,,
170,binary,43,2,10,Moxy NYC Downtown,3,Financial District,8.0,1725,Queen Room (1 queen bed),0,0,Free WiFi; Fitness center; Bar; Restaurant,127,11,Moxy NYC Lower East Side,3,Lower East Side,8.2,1281,Queen Room (1 queen bed),1,0,Free WiFi; Rooftop bar; Restaurant,219,,,,,,,,,,,
173,binary,44,1,10,Moxy NYC Downtown,3,Financial District,8.0,1663,Queen Room (1 queen bed),1,0,Free WiFi; Fitness center; Bar; Restaurant,133,23,Hilton Garden Inn New York/West 35th Street,3,Midtown,8.3,2602,King Room (1 king bed),1,0,Free WiFi; Restaurant; Fitness center; Business center,276,,,,,,,,,,,
174,binary,44,2,10,Moxy NYC Downtown,3,Financial District,8.0,1511,King Room (1 king bed),0,0,Free WiFi; Fitness center; Bar; Restaurant,153,23,Hilton Garden Inn New York/West 35th Street,3,Midtown,8.3,3065,King Room (1 king bed),0,1,Free WiFi; Restaurant; Fitness center; Business center,289,,,,,,,,,,,
